url,status,id
https://market.yandex.ru/catalog--smartfony/26893750/list?glfilter=21194330%3A34066443&hid=91491,0,0
https://market.yandex.ru/catalog--utsenennye-i-b-u-smartfony/33796733/list?glfilter=29641890%3A29641910%2C29641911%2C29641912&hid=91491,0,1
https://market.yandex.ru/catalog--knopochnye-telefony/26893790/list?glfilter=21194330%3A34065287&hid=91491,0,2
https://market.yandex.ru/catalog--umnye-chasy-i-braslety/26893830/list?hid=10498025,0,3
https://market.yandex.ru/catalog--naushniki-i-bluetooth-garnitury/26893870/list?hid=90555,0,4
https://market.yandex.ru/catalog--aksessuary-dlia-mobilnykh-telefonov/26893910?hid=91497,0,5
https://market.yandex.ru/catalog--radiotelefony/26894670/list?hid=91464,0,6
https://market.yandex.ru/catalog--sputnikovye-telefony/26894730/list?hid=5081621,0,7
https://market.yandex.ru/catalog--karmannye-elektronnye-slovari-i-perevodchiki/26894810/list?hid=91151,0,8
https://market.yandex.ru/catalog--zapchasti-dlia-mobilnykh-telefonov/26894850?hid=16633286,0,9
https://market.yandex.ru/catalog--noutbuki/26895412/list?hid=91013,0,10
https://market.yandex.ru/catalog--planshety/26908970/list?hid=6427100,0,11
https://market.yandex.ru/catalog--elektronnye-knigi/26909250/list?hid=2417247,0,12
https://market.yandex.ru/catalog--graficheskie-planshety/26909530/list?hid=91113,0,13
https://market.yandex.ru/catalog--aksessuary-dlia-graficheskikh-planshetov/26909550/list?hid=17487038,0,14
https://market.yandex.ru/catalog--vneshnie-zhestkie-diski-i-ssd/26909590/list?hid=16309374,0,15
https://market.yandex.ru/catalog--karty-flesh-pamiati/26909610/list?hid=91032,0,16
https://market.yandex.ru/catalog--usb-flesh-nakopiteli/26909630/list?hid=288003,0,17
https://market.yandex.ru/catalog--ustroistva-dlia-chteniia-kart-pamiati/26909670/list?hid=469108,0,18
https://market.yandex.ru/catalog--akkumuliatory-dlia-noutbukov-i-planshetov/26909730/list?hid=91077,0,19
https://market.yandex.ru/catalog--monitory/26910011/list?hid=91052,0,20
https://market.yandex.ru/catalog--monobloki/26910070/list?hid=12382295,0,21
https://market.yandex.ru/catalog--nastolnye-kompiutery/26910110/list?hid=91011,0,22
https://market.yandex.ru/catalog--klaviatury/26913110/list?hid=14334315,0,23
https://market.yandex.ru/catalog--myshi/26913130/list?hid=14333188,0,24
https://market.yandex.ru/catalog--komplekty-klaviatur-i-myshei/26913150/list?hid=723088,0,25
https://market.yandex.ru/catalog--ruli-dzhoistiki-geimpady/26913170/list?hid=91117,0,26
https://market.yandex.ru/catalog--kompiuternye-garnitury/26913190/list?hid=6368403,0,27
https://market.yandex.ru/catalog--kompiuternaia-akustika/26913210/list?hid=91107,0,28
https://market.yandex.ru/catalog--veb-kamery/26913250/list?hid=4684840,0,29
https://market.yandex.ru/catalog--programmy/26913430/list?hid=10983253,0,30
https://market.yandex.ru/catalog--igry-dlia-pc/26913530/list?glfilter=14961037%3A14971969&hid=14960839,0,31
https://market.yandex.ru/catalog--stabilizatory-elektricheskogo-napriazheniia/26914150/list?hid=226666,0,32
https://market.yandex.ru/catalog--udliniteli-i-setevye-filtry/26914170/list?hid=15618862,0,33
https://market.yandex.ru/catalog--batareiki-i-akkumuliatory-dlia-audio-i-videotekhniki/26914470/list?hid=90626,0,34
https://market.yandex.ru/catalog--zariadnye-ustroistva-dlia-standartnykh-akkumuliatorov/26914510/list?hid=14946301,0,35
https://market.yandex.ru/catalog--chistiashchie-prinadlezhnosti-dlia-kompiuternoi-tekhniki/26914590/list?hid=91078,0,36
https://market.yandex.ru/catalog--televizory/26960210/list?hid=90639,0,37
https://market.yandex.ru/catalog--kronshteiny-i-stoiki-dlia-televizorov-i-audiotekhniki/26960230/list?hid=90629,0,38
https://market.yandex.ru/catalog--pulty-du/26960250/list?hid=90627,0,39
https://market.yandex.ru/catalog--3d-ochki/26960270/list?hid=6334304,0,40
https://market.yandex.ru/catalog--televizionnye-antenny-i-aksessuary/26960290/list?hid=10510546,0,41
https://market.yandex.ru/catalog--batareiki-i-akkumuliatory-dlia-audio-i-videotekhniki/28616887/list?hid=90626,0,42
https://market.yandex.ru/catalog--igrovye-noutbuki/34948602/list?glfilter=5085102%3A16880592&hid=91013,0,43
https://market.yandex.ru/catalog--igrovye-pristavki/34948569/list?hid=91122,0,44
https://market.yandex.ru/catalog--igrovye-kompiutery/34948568/list?glfilter=29441290%3A1&hid=91011,0,45
https://market.yandex.ru/catalog--retrokonsoli/34948567/list?hid=7798524,0,46
https://market.yandex.ru/catalog--ochki-virtualnoi-realnosti/34948544/list?hid=10972670,0,47
https://market.yandex.ru/catalog--aksessuary-dlia-ochkov-virtualnoi-realnosti/34948543/list?hid=16112364,0,48
https://market.yandex.ru/catalog--stoly-dlia-geiminga/34948536/list?glfilter=21194330%3A22268770&hid=10785221,0,49
https://market.yandex.ru/catalog--kompiuternye-kresla/34948535/list?hid=10785222,0,50
